Type,Name,Latitude,Longitude
Restaurants,Dag H.,55.6958392,12.5806623
Restaurants,Mielcke & Hurtigkarl,55.6747014,12.5309092
Restaurants,Kitchenette,55.6812097,12.5493551
Restaurants,Københavner Caféen,55.6781664,12.575025
Restaurants,Kronborg,55.6776072,12.5744986
Restaurants,Palæo Pilestræde,55.6806487,12.580557
Restaurants,Marchal,55.6804417,12.5847233
Restaurants,Kadeau København,55.6722547,12.5888555
Restaurants,Formel B,55.670698,12.5355288
Restaurants,AOC,55.6832803,12.5888493
Restaurants,Colombia Pizza & Restaurant,55.6705722,12.5421135
Restaurants,Restaurant Tårnet,55.6762303,12.5804107
Restaurants,Hellerup Sejlklub,55.731268,12.5809649
Restaurants,Enomania,55.6706559,12.5319708
Restaurants,Omakase,55.6703822,12.5353469
Restaurants,Sejlklubbernes Restaurant,55.7632334,12.6006081
Restaurants,Skovshoved Kro,55.7589166,12.5968422
Restaurants,Mesón España,55.6718168,12.5576346
Restaurants,Frederiks Have,55.6791194,12.5251614
Restaurants,Phoenix Running Sushi,55.7494174,12.5180707
Restaurants,Famo Metro,55.6957451,12.5795519
Restaurants,Sticks & Sushi Hotel Tivoli,55.66588,12.56596
Restaurants,Sankt Peder,55.730767,12.5757475
Restaurants,Sans Souci,55.6762611,12.5414017
Restaurants,Punjab,55.6664308,12.5204573
Restaurants,Kanal Caféen,55.6743994,12.5767875
Restaurants,Palæo Torvehal 1 Stade E1-F1,55.6838775,12.5691044
Restaurants,Teppan House,55.68485,12.50118
Restaurants,Senorita,55.6695262,12.5549211
Restaurants,Il Buco,55.6663582,12.5802158
Restaurants,China Garden,55.7340999,12.5150515
Restaurants,Bæst,55.692219,12.555909
Restaurants,Restaurant Strandlund,55.7439102,12.5838554
Restaurants,Takii,55.6965107,12.5510082
Restaurants,No. 2,55.6724145,12.5845011
Restaurants,Govinda,55.6827437,12.5563467
Restaurants,Fishmarket,55.6809171,12.5844498
Restaurants,McJoy's Choice,55.6799215,12.5913418
Restaurants,Trattoria Italiana,55.6800752,12.5764486
Restaurants,Cocks & Cows,55.6777981,12.5788252
Restaurants,Da Claudio,55.6869918,12.5320044
Restaurants,9-Ni Running Sushi,55.6714958,12.4582803
Restaurants,"Cafe og Ølhalle ""1892""",55.6849944,12.5702547
Restaurants,Uki Bento,55.6712966,12.5613942
Restaurants,Cock's & Cows SP34,55.6787142,12.5665053
Restaurants,Fu Wa,55.6885295,12.5419871
Restaurants,YaYa Sushi,55.705283,12.492002
Restaurants,Ahaaa Det Arabiske Madsted,55.6864878,12.5584645
Restaurants,KöD,55.6776029,12.5823423
Restaurants,Baan Thai Isarn,55.6706228,12.5602574
